section,type,content
li,li,"5. Alternate Solutions: Double Angle Connection: Two angles either bolted or welded to the column and bolted to the beam web. A classic, reliable connection, but involves more pieces and labor than a shear tab."
p,p,---
h3,h3,3. OCBF Brace-to-Gusset Connection
p,p,"This connection transfers the large axial forces from the brace (e.g., HSS member) into the frame at the beam/column intersection."
li,li,1. Recommended Connection Type: Gusset Plate Connection (Uniform Force Method) A gusset plate is welded to the beam and/or column. The HSS brace is typically shop-welded directly to the gusset plate by slotting the HSS over the plate.
li,li,"2. Governing Limit States (per AISC 360-22, J4 and AISC 341-22, F1): Brace: Tensile yielding on gross area; Tensile rupture on net effective area. Gusset Plate: Tensile Yielding on the Whitmore effective width section. Block Shear Rupture at the brace interface. Compressive Buckling of the gusset plate. Interface: Strength of the weld between brace and gusset. Strength of welds connecting the gusset to the beam/column flanges. OCBF Specific (AISC 341 F1.6): The connection must be designed to accommodate the expected inelastic deformation of the brace, including providing clearance for out-of-plane buckling. A small hinge zone is often detailed."
li,li,"3. Bolt / Weld Sizing Guidance: Welds: Size fillet welds to develop the required strength of the brace (tensile yielding or expected buckling strength). Ensure sufficient length along the gusset edges. Gusset Thickness: Governed by Whitmore yielding or buckling criteria. Typically between 1/2"" and 1"" thick for a low-rise building."
li,li,4. Constructability Score & Remarks: Score: 8/10 Remarks: Fabrication is straightforward but requires precise layout to ensure work points align. Shop-welding the brace to the gusset is highly efficient. Field erection involves welding the gusset assembly to the main frame or bolting the beam with the attached gusset into place.
li,li,"5. Alternate Solutions: Bolted Brace Connection: The HSS brace is welded to a tee or a paddle plate in the shop, which is then field-bolted to the gusset. This eliminates field welding but adds material and fabrication steps."
p,p,---
h3,h3,4. Column Base Plates
li,li,"1. Recommended Connection Type: SMF Columns: Fixed Base Plate. Designed to resist axial load, shear, and significant bending moment. Typically uses 8 anchor rods (4 inside, 4 outside flanges) to create a moment couple. OCBF/Gravity Columns: Pinned Base Plate. Designed to resist axial load and shear only. Typically uses 4 anchor rods located inside the column flanges."
li,li,"2. Governing Limit States (per AISC 360-22, J8 and AISC Design Guide 1): Concrete: Concrete Bearing Strength under the plate (AISC J8). Base Plate: Plate Bending (flexural yielding) at critical sections around the column and stiffeners. Anchors (per ACI 318): Anchor Rod Tensile Strength; Concrete Breakout Strength (tension & shear); Anchor Rod Shear Strength; Concrete Pryout Strength. Weld: Strength of the weld connecting the column to the base plate."
li,li,"3. Bolt / Weld Sizing Guidance: Anchors: Use ASTM F1554 Gr 36, 55, or 105 anchor rods. Sizing is an iterative process governed by ACI 318, balancing rod diameter, embedment depth, and edge distances. Plate Thickness: Driven by the bearing pressure and the resulting bending moment in the plate. For fixed bases, thickness can become substantial (2"" to 4""+). Stiffeners can help reduce thickness. Welds: Fillet welds are common. For high-moment SMF bases, CJP or PJP groove welds at the flanges may be necessary."
li,li,4. Constructability Score & Remarks: Score: 7/10 Remarks: Success is highly dependent on coordination with the concrete trade. Anchor bolt placement using a template is critical. Leveling nuts and a proper grouting procedure are essential for achieving the correct elevation and full bearing. Fixed bases are significantly more complex to install than pinned bases.
li,li,5. Alternate Solutions: Embedded Column Pier: The column is embedded directly into the concrete foundation. Provides excellent fixity but complicates foundation forming and waterproofing. Not typical for a 3-storey building.
p,p,---
h3,h3,5. Column Splices
p,p,Splices are typically located every two stories (above the 2nd floor in this case) and away from the beam-column joint to avoid interfering with connection elements and high-moment regions.
li,li,1. Recommended Connection Type: Bolted Flange Plate Splice Plates are used on the outside of the flanges (and sometimes the web) to transfer the load across the joint. This is a field-bolted solution.
li,li,"2. Governing Limit States (per AISC 360-22, J4 and AISC 341-22, D2.5): OCBF/Gravity Columns: Bolt Shear Rupture and Bearing. Gross Section Yielding and Net Section Rupture of the splice plates. Block Shear Rupture of the plates and column flanges. SMF Columns (AISC 341 D2.5b): The splice must be designed to develop the required flexural and shear strength of the column. The demands are significantly higher than the analysis forces. Splices must be located in the middle third of the column clear height."
li,li,"3. Bolt / Weld Sizing Guidance: Bolts: Use high-strength ASTM F3125 Gr A325 or A490 bolts. For SMF columns, slip-critical connections are required to prevent any slippage under load reversal. For OCBF/Gravity columns, bearing-type connections are sufficient. Plates: Sized to meet the yielding and rupture limit states based on the forces being transferred."
li,li,"4. Constructability Score & Remarks: Score: 8/10 Remarks: Excellent for erection speed and safety. Erection aids (e.g., guide lugs) are often shop-welded to the lower column to help seat and align the upper column before bolting. Fabrication tolerances are important for proper fit-up."
li,li,"5. Alternate Solutions: Directly Welded Splice: Uses CJP groove welds to directly connect the upper and lower column sections. Provides a seamless aesthetic but is extremely expensive, slow, and requires extensive field NDT inspection. It is generally avoided in commercial construction."
