section,type,content
table-row,row,"W-Shapes — Columns and Beams | 36 | 5,085 | 11,211 | 5.09"
table-row,row,"HSS and Tube | 34 | 8,438 | 18,595 | 8.44"
table-row,row,Pipe | 0 | 0 | 0 | 0.00
table-row,row,Angles and Channels | 1 | 57 | 126 | 0.06
table-row,row,"Plates (all types) | 34 | 672 | 1,482 | 0.67"
table-row,row,Miscellaneous and Embeds | 0 | 0 | 0 | 0.00
table-row,row,Bolts and Accessories (3.00% addition) | — | 428 | 943 | 0.43
table-row,row,"TOTAL | **105** | **14,680** | **32,357** | **14.68**"
h2,h2,4. COST BUILD-UP BY MEMBER CATEGORY
p,p,--- Per-category cost using the three-rate band. Adjusted rates = base rate x composite factor.
table-row,row,Category | Est. Tons | Adj. Rate Low (USD/ton) | Adj. Rate Mid (USD/ton) | Adj. Rate High (USD/ton) | Cost Low (USD) | Cost Mid (USD) | Cost High (USD) | Pct of Total
table-row,row,"W-Shapes | 5.09 | $3,850 | $4,400 | $4,950 | $19,597 | $22,396 | $25,196 | 34.7%"
table-row,row,"HSS and Tube | 8.44 | $3,850 | $4,400 | $4,950 | $32,494 | $37,136 | $41,778 | 57.5%"
table-row,row,"Pipe | 0.00 | $3,850 | $4,400 | $4,950 | $0 | $0 | $0 | 0.0%"
table-row,row,"Angles and Channels | 0.06 | $3,850 | $4,400 | $4,950 | $231 | $264 | $297 | 0.4%"
table-row,row,"Plates | 0.67 | $3,850 | $4,400 | $4,950 | $2,580 | $2,948 | $3,317 | 4.6%"
table-row,row,"Miscellaneous and Embeds | 0.00 | $3,850 | $4,400 | $4,950 | $0 | $0 | $0 | 0.0%"
table-row,row,"Bolts and Accessories | 0.43 | $3,850 | $4,400 | $4,950 | $1,656 | $1,892 | $2,129 | 2.9%"
table-row,row,"TOTAL | **14.68** | **$3,850** | **$4,400** | **$4,950** | **$56,556** | **$64,636** | **$72,715** | **100%**"
h2,h2,5. PROCESS COST BREAKDOWN — MIDPOINT SCENARIO
p,p,"--- Distributing $64,600 across industry-standard fabrication process activities. Percentages are fixed fabrication industry standards applied at midpoint."
p,p,Fabrication cost allocated across process activities at the midpoint scenario.
table-row,row,Process Activity | Industry Pct | Amount (USD) | Notes
table-row,row,"Material — mill sections and plate | 35% | $22,500 | Structural steel mill cost"
table-row,row,"Shop labour — cut, fit, and weld | 30% | $19,400 | Includes AWS D1.1 weld operations"
table-row,row,"Coatings and surface preparation | 12% | $7,800 | SSPC class as specified"
table-row,row,"Consumables — weld wire, bolts, and gas | 6% | $3,900 | Per-ton allowance"
table-row,row,"Equipment — plasma, burn table, drill | 7% | $4,500 | CNC and NC machine allocation"
table-row,row,"Overhead and QA/QC | 6% | $3,900 | Inspection, NDT, project management"
table-row,row,"Shop margin | 4% | $2,600 | Fabricator margin"
table-row,row,"TOTAL | 100% | **$64,600** | Midpoint scenario"
h2,h2,6. DRAWING COMPLETENESS AND COST EXPOSURE ASSESSMENT
p,p,--- Areas of drawing incompleteness that create commercial exposure for this estimate.
table-row,row,Area of Assessment | Status | Commercial Exposure if Unresolved
table-row,row,All quantities confirmed from BOM or member schedule | NOT CONFIRMED | HIGH: BOM is absent. All quantities estimated from plan views.
table-row,row,Material grades explicit on all members | CONFIRMED | LOW: Grades are specified in general notes on S0.01.
table-row,row,"Surface treatment confirmed, not assumed | PARTIAL | MEDIUM: Base spec is primer, but galvanizing is noted for some items. Scope of galvanizing is unclear."
table-row,row,"Assembly complexity confirmed from drawings | PARTIAL | LOW: Typical details are simple, but full connection design is not provided."
table-row,row,No conflicting BOM vs general notes grade callouts | NOT APPLICABLE | —
table-row,row,Drawings are IFC or internally coordinated | NOT CONFIRMED | MEDIUM: Discrepancies like non-standard HSS sections suggest coordination may be incomplete.
table-row,row,"Galvanizing, AESS, or fire rating fully resolved | NOT CONFIRMED | MEDIUM: Galvanizing scope is ambiguous. No AESS or fire rating noted."
p,p,"Items not confirmed create commercial exposure. The three fixed rates (low, mid, high) provide the price band buffer. No additional hidden contingency is applied."
p,p,Cost Waterfall — Midpoint Scenario Step-by-step cost build-up at the midpoint rate.
table-row,row,Step | Amount (USD)
table-row,row,"Base cost — 14.68 t x $4,400/ton | $64,592"
table-row,row,Tax at 0% | +$0
table-row,row,"Grand Total — Low (at $3,500/ton base x composite x tax) | $56,500"
table-row,row,"Grand Total — Mid — Headline Cost | $64,600"
table-row,row,"Grand Total — High (at $4,500/ton base x composite x tax) | $72,700"
h2,h2,7. COST CONVERSION SUMMARY
p,p,--- Final locked cost summary for this estimate.
table-row,row,Field | Value
table-row,row,Fabricated Tonnage | 14.68 t
table-row,row,"Fixed Rate Band Applied | $3,500 — $4,500 per ton"
table-row,row,Composite Adjustment Factor | x1.10
table-row,row,"Adjusted Rate — Low | $3,850 per ton"
table-row,row,"Adjusted Rate — Mid | $4,400 per ton"
table-row,row,"Adjusted Rate — High | $4,950 per ton"
table-row,row,Country and Tax | USA at 0%
table-row,row,"Grand Total — Low (inc. tax) | $56,500"
table-row,row,"Grand Total — Mid — Headline (inc. tax) | $64,600"
table-row,row,"Grand Total — High (inc. tax) | $72,700"
table-row,row,"Cost per Fabricated Ton — Mid | $4,400 per ton"
h2,h2,8. ASSUMPTIONS AND EXCLUSIONS
p,p,"--- Key Assumptions (minimum five specific items — cite sheet references):   - Rate band of $3,500 to $4,500 per fabricated ton represents current USA market pricing for the member types, surface treatment, and assembly complexity identified in this estimate.   - All steel lintels (W-shapes and angles per schedules on S0.02) are excluded from this estimate as quantities and lengths are missing from the provided drawing set.   - All column lengths are assumed to be 14'-0"" based on floor elevations shown on sheets S2.03 and S2.04. No schedule of lengths was provided.   - The HSS9x5x3/8 profile specified on S1.02 is not a standard AISC section and has been substituted with HSS10x4x3/8 for weight calculation purposes.   - The quantity of HSS columns and beams for the exterior trellis (detail 2/S3.06) has been estimated as 10 columns and 5 beams, as a plan view defining the full scope was not provided."
p,p,"Exclusions — Items NOT included in this estimate:   - Site erection labour, cranes, manlifts, rigging, and flagging.   - Professional engineer stamping or delegated connection design.   - Loose anchor bolts cast-in-place by the general contractor.   - Site touch-up painting after final erection.   - Tax or duties beyond 0% applied in this estimate.   - 3D MEP coordination and cross-trade clash detection.   - Inflation beyond 30 calendar days from the date of this estimate.   - All steel lintels as noted in the Lintel Schedules on sheet S0.02.   - Any steel required for the ""Pre-fabricated canopy by others"" noted on sheet S1.02."
p,p,"Change Order Triggers:   - Tonnage increases or decreases exceeding 5% from this estimate.   - Coating system upgrade — for example, from primer-only to hot-dip galvanised for main members.   - Connection type change from simple bolted to moment-resisting or heavily welded.   - Addition of member categories not shown on the current drawing set, specifically the full scope of steel lintels.   - Revision of drawings that changes profile sizes or eliminates members."
h2,h2,10. FINAL RECOMMENDATION
p,p,"--- This estimate is preliminary and carries high commercial risk due to significant scope gaps in the provided drawings. The cost band should be used for budgeting purposes only, not for a fixed-price contract award. The most critical next action is to issue RFIs to clarify the full scope of steel lintels and confirm all member lengths. Re-estimation is mandatory once this information is provided, as the tonnage could increase by 10-15% and the piece count could double, materially impacting the final fabricated cost."
h2,h2,ACTION SUMMARY
p,p,--- Priority Actions for This Analysis
table-row,row,No. | Priority | Action Required | Owner | Deadline | Blocking
table-row,row,"1 | CRITICAL | RFI to Engineer/Architect: Request full schedule of all steel lintels (W-shapes and angles) with quantities, sizes, and lengths per S0.02 schedules. | Estimator | 2 Days | Bid"
table-row,row,2 | HIGH | RFI to Engineer: Request confirmation of all column stick lengths. Assumed lengths based on elevations are not sufficient for fabrication. | Estimator | 2 Days | Bid
table-row,row,3 | HIGH | RFI to Engineer: Clarify non-standard profile HSS9x5x3/8 on S1.02. Confirm if typo and provide correct standard AISC section. | Estimator | 3 Days | Material Purchase
table-row,row,4 | MEDIUM | RFI to Engineer: Clarify the full scope of hot-dip galvanizing. Is it limited to bearing plates per S0.02 or does it include other exterior steel like trellis members? | Estimator | 5 Days | Bid
table-row,row,5 | MEDIUM | RFI to Engineer: Request plan view detailing the layout and full quantity of HSS members for the trellis shown on detail 2/S3.06. | Estimator | 5 Days | Detailing
