section,type,content
li,li,"Governing Limit States (AISC 360-22, Ch. J & ACI 318): Concrete & Anchors (per ACI 318): Concrete Bearing Strength (AISC J8). Anchor Rod Tensile Strength. Concrete Breakout/Pullout/Side-Face Blowout Strength in Tension. Anchor Rod Shear Strength. Concrete Pryout/Edge Breakout Strength in Shear. Base Plate: Flexural Yielding of the plate under bearing pressure and anchor tension (AISC Design Guide 1). Welds: Strength of welds connecting column to base plate (J2)."
li,li,"Bolt / Weld Sizing Guidance: Anchor Rods: Use ASTM F1554 Gr. 36, 55, or 105. Sizing is an iterative process based on the M-P-V interaction at the column base. Often, concrete breakout strength governs the design, requiring deeper embedment or anchor reinforcement. Welds: Use fillet or PJP groove welds to attach the column to the base plate, sized to transfer the full column forces."
li,li,Constructability Score: 7/10 Remarks: A standard but critical interface. Success depends heavily on the accurate placement of anchor rods by the concrete trade. Templates are essential. Grouting procedure is also a key quality control step. Minor misalignments can be costly to fix.
li,li,Alternate Solutions:
ol,ol,Embedded Column Base: The column is embedded directly into the foundation. Offers excellent fixity but complicates foundation construction. Proprietary High-Strength Base Connections: Systems that use special grout and anchoring hardware to achieve fixity with smaller footprints.
p,p,---
h3,h3,4. Column Splices
p,p,Splices allow columns to be fabricated and shipped in manageable lengths (typically two stories). They are usually located away from the beam-column joint.
li,li,Recommended Connection Type: Bolted Flange Plate Splice. Located approx. 4 ft above the finished floor for ease of access during erection.
li,li,"Governing Limit States (AISC 360-22 & 341-22): AISC 341-22 Section D2.5 Requirements: Must be designed for the required shear and axial forces at the splice location. In SMF columns, the splice must also develop at least 50% of the flexural strength (Fy  Z) of the smaller column section. Limit States: Bolt Shear Rupture (J3.6). Bolt Bearing on Flanges and Splice Plates (J3.10). Gross Section Yielding / Net Section Rupture of Splice Plates (J4.1). Block Shear Rupture of Splice Plates (J4.3)."
li,li,"Bolt / Weld Sizing Guidance: Bolts: Use bearing-type connections. Size bolts and plates to meet the shear, axial, and 50% moment requirement from AISC 341. Shop Prep: Column ends must be milled for full contact bearing to transfer compression loads."
li,li,"Constructability Score: 9/10 Remarks: Extremely common, efficient, and well-understood by fabricators and erectors. Erection tabs and shims are often used to aid alignment before final bolting."
li,li,Alternate Solutions:
ol,ol,"Complete Joint Penetration (CJP) Welded Splice: Provides full moment and axial capacity but is very expensive and difficult to execute in the field. Requires highly skilled labor, extensive inspection, and is weather-dependent. Low constructability (4/10)."
p,p,---
h3,h3,5. Beam Splices (Gravity System)
p,p,Note: Splices are generally prohibited within the protected zones of SMF beams. These recommendations apply to gravity beams framing into the seismic system or other non-seismic members.
li,li,"Recommended Connection Type: Bolted Web Plate Shear Splice. If some moment continuity is required, it can be supplemented with bolted flange plates."
li,li,"Governing Limit States (AISC 360-22, Ch. J): Bolts: Bolt Shear Rupture (J3.6). Bolt Bearing on Beam Web and Splice Plates (J3.10). Splice Plates: Shear Yielding / Shear Rupture (J4.2). Flexural Yielding / Flexural Rupture (if transferring moment). Block Shear Rupture (J4.3)."
li,li,"Bolt / Weld Sizing Guidance: Design the splice to transfer the shear and moment values at the splice location, typically placed at a point of low moment to optimize the connection. For a simple shear splice, ensure the bolt group can resist any inherent eccentricity."
li,li,Constructability Score: 8/10 Remarks: Standard and efficient method for extending beam lengths beyond stock sizes or shipping limits. Simple to erect and inspect.
li,li,Alternate Solutions:
ol,ol,"All-Welded Splice: Can be done in the shop to create a longer custom beam from shorter stock lengths, but rarely done in the field for gravity beams due to cost."
