section,type,content
table-row,row,"21 | Assumed Cap Plates | 1/2"" | Various | Various | 50 | 458 | 1,010 | — | Assumed"
table-row,row,"22 | Wind Post Plates | 1/2"" | 5.5"" | 12"" | 8 | 32 | 71 | S0.02 | Detail"
p,p,Table 3D — Tonnage Subtotals Consolidated weight by category feeding into the cost model.
table-row,row,Category | Count | Total Weight (kg) | Total Weight (lb) | Est. Tons
table-row,row,"W-Shapes — Columns and Beams | 39 | 5,963 | 13,147 | 5.96"
table-row,row,"HSS and Tube | 54 | 28,775 | 63,440 | 28.78"
table-row,row,Pipe | 0 | 0 | 0 | 0.00
table-row,row,Angles and Channels | 0 | 0 | 0 | 0.00
table-row,row,"Plates (all types) | 100 | 1,261 | 2,781 | 1.26"
table-row,row,Miscellaneous and Embeds | 0 | 0 | 0 | 0.00
table-row,row,"Bolts and Accessories (3.00% addition) | — | 1,080 | 2,381 | 1.08"
table-row,row,"TOTAL | **193** | **37,079** | **81,749** | **37.08**"
h2,h2,4. COST BUILD-UP BY MEMBER CATEGORY
p,p,--- Per-category cost using the three-rate band. Adjusted rates = base rate x composite factor.
table-row,row,Category | Est. Tons | Adj. Rate Low (USD/ton) | Adj. Rate Mid (USD/ton) | Adj. Rate High (USD/ton) | Cost Low (USD) | Cost Mid (USD) | Cost High (USD) | Pct of Total
table-row,row,"W-Shapes | 5.96 | $3,850 | $4,400 | $4,950 | $22,900 | $26,200 | $29,500 | 16.1%"
table-row,row,"HSS and Tube | 28.78 | $3,850 | $4,400 | $4,950 | $110,800 | $126,600 | $142,500 | 77.6%"
table-row,row,"Pipe | 0.00 | $3,850 | $4,400 | $4,950 | $0 | $0 | $0 | 0.0%"
table-row,row,"Angles and Channels | 0.00 | $3,850 | $4,400 | $4,950 | $0 | $0 | $0 | 0.0%"
table-row,row,"Plates | 1.26 | $3,850 | $4,400 | $4,950 | $4,900 | $5,500 | $6,200 | 3.4%"
table-row,row,"Miscellaneous and Embeds | 0.00 | $3,850 | $4,400 | $4,950 | $0 | $0 | $0 | 0.0%"
table-row,row,"Bolts and Accessories | 1.08 | $3,850 | $4,400 | $4,950 | $4,200 | $4,800 | $5,300 | 2.9%"
table-row,row,"**TOTAL** | **37.08** | **$3,850** | **$4,400** | **$4,950** | **$142,800** | **$163,100** | **$183,500** | **100%**"
h2,h2,5. PROCESS COST BREAKDOWN — MIDPOINT SCENARIO
p,p,"--- Distributing $163,200 across industry-standard fabrication process activities. Percentages are fixed fabrication industry standards applied at midpoint."
p,p,Fabrication cost allocated across process activities at the midpoint scenario.
table-row,row,Process Activity | Industry Pct | Amount (USD) | Notes
table-row,row,"Material — mill sections and plate | 35% | $57,100 | Structural steel mill cost"
table-row,row,"Shop labour — cut, fit, and weld | 30% | $49,000 | Includes AWS D1.1 weld operations"
table-row,row,"Coatings and surface preparation | 12% | $19,600 | SSPC class as specified"
table-row,row,"Consumables — weld wire, bolts, and gas | 6% | $9,800 | Per-ton allowance"
table-row,row,"Equipment — plasma, burn table, drill | 7% | $11,400 | CNC and NC machine allocation"
table-row,row,"Overhead and QA/QC | 6% | $9,800 | Inspection, NDT, project management"
table-row,row,"Shop margin | 4% | $6,500 | Fabricator margin"
table-row,row,"**TOTAL** | **100%** | **$163,200** | Midpoint scenario"
h2,h2,6. DRAWING COMPLETENESS AND COST EXPOSURE ASSESSMENT
p,p,--- Areas of drawing incompleteness that create commercial exposure for this estimate.
table-row,row,Area of Assessment | Status | Commercial Exposure if Unresolved
table-row,row,All quantities confirmed from BOM or member schedule | NOT CONFIRMED | CRITICAL: Quantities derived from plan counts; schedules incomplete.
table-row,row,Material grades explicit on all members | CONFIRMED | PASS: Grades are listed in General Notes on S0.01.
table-row,row,"Surface treatment confirmed, not assumed | CONFIRMED | PASS: Primary coating system is defined on S0.01."
table-row,row,"Assembly complexity confirmed from drawings | PARTIAL | WARNING: Connection details are schematic, requiring assumption."
table-row,row,No conflicting BOM vs general notes grade callouts | CONFIRMED | PASS: No conflicts found.
table-row,row,Drawings are IFC or internally coordinated | NOT CONFIRMED | CRITICAL: Missing architectural drawings for lintel scope.
table-row,row,"Galvanizing, AESS, or fire rating fully resolved | PARTIAL | WARNING: Galvanizing requirements are noted but not fully quantified."
p,p,Cost Waterfall — Midpoint Scenario Step-by-step cost build-up at the midpoint rate.
table-row,row,Step | Amount (USD)
table-row,row,"Base cost — 37.08 t x $4,400/ton | $163,152"
table-row,row,Tax at 0% | +$0
table-row,row,"Grand Total — Low (at $3,500/ton base x composite x tax) | $142,800"
table-row,row,"Grand Total — Mid — Headline Cost | $163,200"
table-row,row,"Grand Total — High (at $4,500/ton base x composite x tax) | $183,500"
h2,h2,7. COST CONVERSION SUMMARY
p,p,--- Final locked cost summary for this estimate.
table-row,row,Field | Value
table-row,row,Fabricated Tonnage | 37.08 t
table-row,row,"Fixed Rate Band Applied | $3,500 — $4,500 per ton"
table-row,row,Composite Adjustment Factor | x1.10
table-row,row,"Adjusted Rate — Low | $3,850 per ton"
table-row,row,"Adjusted Rate — Mid | $4,400 per ton"
table-row,row,"Adjusted Rate — High | $4,950 per ton"
table-row,row,Country and Tax | USA at 0%
table-row,row,"Grand Total — Low (inc. tax) | $142,800"
table-row,row,"Grand Total — Mid — Headline (inc. tax) | $163,200"
table-row,row,"Grand Total — High (inc. tax) | $183,500"
table-row,row,"Cost per Fabricated Ton — Mid | $4,400 per ton"
h2,h2,8. ASSUMPTIONS AND EXCLUSIONS
p,p,--- Key Assumptions (minimum five specific items — cite sheet references):
li,li,"Column lengths are not defined on schedule S0.02. A full building height of 43'-0"" (13,106 mm) was assumed for all columns on grids B and C and wind posts, derived from roof elevation on S2.03. Rate band of $3,500 to $4,500 per fabricated ton represents current USA market pricing for the member types, surface treatment, and assembly complexity identified in this estimate. Quantities for all members were derived by counting elements on plans S1.01 and S1.02, as schedules on S0.02 lack quantities. HSS9x5x3/8 shown on S1.02 is assumed to be a non-standard designation; the weight for HSS10x4x3/8 was used for costing. This requires clarification. All HSS columns are assumed to receive a 1/2"" thick cap plate for beam connections, as none are shown or specified on S0.02."
p,p,Exclusions — Items NOT included in this estimate:
li,li,"Site erection labour, cranes, manlifts, rigging, and flagging. Professional engineer stamping or delegated connection design. Loose anchor bolts cast-in-place by the general contractor. Site touch-up painting after final erection. Tax or duties beyond 0% applied in this estimate. 3D MEP coordination and cross-trade clash detection. Inflation beyond 30 calendar days from the date of this estimate. CRITICAL EXCLUSION: All steel lintels (W8x24, W16x50, L7x4, L6x4, L4x4) specified on S0.02 schedules are EXCLUDED from this estimate due to missing quantities and lengths, which are deferred to un-provided architectural drawings."
p,p,Change Order Triggers:
li,li,"Tonnage increases or decreases exceeding 5% from this estimate. Coating system upgrade — for example, from primer-only to hot-dip galvanised. Clarification of lintel schedule quantities and lengths from architectural drawings. Addition of member categories not shown on the current drawing set. Revision of drawings that changes profile sizes, lengths, or quantities."
h2,h2,10. FINAL RECOMMENDATION
p,p,"--- This estimate is preliminary and carries high commercial risk due to significant gaps in the provided structural drawings. The tonnage and cost are based on multiple necessary assumptions, particularly regarding column lengths and the complete exclusion of the steel lintel package. Before this estimate is used for a binding bid, the owner must provide complete schedules or architectural drawings. The top priority is to issue RFIs to clarify all missing quantities, lengths, and non-standard profiles. If the lintel package is added or column lengths change, this estimate must be re-run with the updated inputs."
h2,h2,ACTION SUMMARY
p,p,--- Priority Actions for This Analysis
table-row,row,No. | Priority | Action Required | Owner | Deadline | Blocking
table-row,row,"1 | CRITICAL | RFI to EOR: Quantify all steel lintels from schedules on S0.02. Provide lengths, quantities, and locations. | Estimator | ASAP | Bid"
table-row,row,2 | CRITICAL | RFI to EOR: Provide all column lengths in the Steel Column Schedule on S0.02. Confirm if columns are multi-story. | Estimator | ASAP | Bid
table-row,row,"3 | WARNING | RFI to EOR: Confirm weights and availability for non-standard HSS sections (HSS18x6x3/8, HSS9x5x3/8, etc.). | Estimator | ASAP | Material Order"
table-row,row,"4 | REVIEW | RFI to EOR: Confirm connection design intent. Is it simple shear, moment, or a mix? Provide typical details. | Estimator | ASAP | Detailing"
