section,type,content
p,p,"Top 3 Critical Risks: 1. 🔴 Unquantified Lintels: All steel lintels (W8, W16, L-shapes) on schedule S0.02 are missing lengths. This scope is 100% excluded and could add 3-5 tons to the project. 2. 🔴 Unquantified Trellis Steel: Trellis beams and columns (HSS8x6x3/8) on detail S3.06 are not shown on any plan view, so quantities and lengths are unknown. This scope is 100% excluded. 3. 🟠 Conflicting Coating Specs: General notes call for shop primer (S0.01), but the bearing plate schedule requires galvanizing (S0.02). Galvanizing would increase the surface factor from 1.00 to 1.28, significantly impacting cost."
h2,h2,2. BASIS OF ESTIMATE
p,p,---
li,li,"Drawings reviewed: S0.01 (General Notes), S0.02 (Schedules & Details), S1.01 (Foundation Plan), S1.02 (Second Level Framing Plan), S3.06 (Trellis Details). Tonnage extraction method: (b) Computed from member schedules and framing plans using AISC unit weights. Primary sources were the Steel Column Schedule on S0.02 and the Second Level Framing Plan on S1.02. Composite factor selection: Material (Carbon Steel): Explicitly defined by ASTM grades on S0.01. Surface (Shop primer): Selected based on General Structural Note #10 on S0.01. The conflict with galvanized bearing plates (S0.02) is noted as a primary risk. Assembly (Mixed bolt-weld): Assumed based on standard commercial construction shown; presence of welded column base plates and assumed simple bolted beam connections. Rate source: User-selected from dropdown ($5,500/ton). This is an assumed rate for demonstration as one was not provided. Tax applied: 0% for USA. Global assumptions: Column lengths were assumed to be 14'-0"" based on floor elevations, as no explicit lengths were provided. This requires immediate confirmation. Wind post lengths assumed to be 10'-0""."
h2,h2,3. MEMBER-BY-MEMBER TONNAGE TAKE-OFF
p,p,---
p,p,> This table is the source of LOCK_TONNAGE. Sum all Est. Tonnage rows = LOCK_TONNAGE. > Show calculation for every row: Qty × Length(m) × Unit Wt(kg/m) = Est Wt(kg).
p,p,Table 3A: Primary Structural Members
table-row,row,# | Type | Mark | Profile | Qty | Length (Imperial) | Length (mm) | Unit Wt (kg/m) | Est Wt (kg) | Est Wt (lb) | Grade | Sheet | Conf
table-row,row,"1 | Beam | — | W14x22 | 32 | 12'-10"" | 3,912 | 32.7 | 4,094 | 9,026 | A992 | S1.02 | ✅"
table-row,row,"2 | Beam | — | W16x36 | 1 | 43'-0 1/2"" | 13,119 | 53.6 | 703 | 1,550 | A992 | S1.02 | ✅"
table-row,row,"3 | Column | C5 | HSS6x6x3/8 | 4 | 14'-0"" (Est.) | 4,267 | 33.1 | 565 | 1,246 | A500 | S0.02 | ⚠️"
table-row,row,"4 | Column | CSA | HSS6x6x5/16 | 2 | 10'-0"" (Est.) | 3,048 | 28.1 | 171 | 377 | A500 | S0.02 | ⚠️"
table-row,row,"5 | Column | C6 | HSS6x6x5/8 | 4 | 14'-0"" (Est.) | 4,267 | 46.4 | 792 | 1,746 | A500 | S0.02 | ⚠️"
table-row,row,"6 | Column | C86 | HSS8x6x3/8 | 2 | 14'-0"" (Est.) | 4,267 | 44.9 | 383 | 845 | A500 | S0.02 | ⚠️"
table-row,row,"7 | Beam | — | HSS18x6x3/8 | 1 | 45'-1"" | 13,741 | 71.0 | 976 | 2,151 | A500 | S1.02 | ⚠️"
table-row,row,"8 | Beam | — | HSS18x6x3/8 | 1 | 35'-10"" | 10,922 | 71.0 | 775 | 1,709 | A500 | S1.02 | ⚠️"
table-row,row,"9 | Beam | — | HSS18x6x3/8 | 1 | 16'-11"" | 5,156 | 71.0 | 366 | 807 | A500 | S1.02 | ⚠️"
table-row,row,"10 | Beam | — | HSS18x6x3/8 | 1 | 12'-10"" | 3,912 | 71.0 | 278 | 613 | A500 | S1.02 | ⚠️"
p,p,Table 3B: Secondary & Misc Members
table-row,row,# | Type | Mark | Profile | Qty | Length (Imperial) | Length (mm) | Unit Wt (kg/m) | Est Wt (kg) | Est Wt (lb) | Grade | Sheet | Conf
table-row,row,— | Lintel | L1 | W8x24 | 🚫 | NOT FOUND | 🚫 | 35.7 | 🚫 | 🚫 | A992 | S0.02 | ❌
table-row,row,— | Lintel | L2 | W16x50 | 🚫 | NOT FOUND | 🚫 | 74.4 | 🚫 | 🚫 | A992 | S0.02 | ❌
table-row,row,— | Lintel | LLV | L7x4x3/8 | 🚫 | NOT FOUND | 🚫 | NF-WT | 🚫 | 🚫 | A36 | S0.02 | ❌
table-row,row,— | Trellis | — | HSS8x6x3/8 | 🚫 | NOT FOUND | 🚫 | 44.9 | 🚫 | 🚫 | A500 | S3.06 | ❌
p,p,Table 3C: Connection Material & Plates
table-row,row,# | Description | THK | Width | Length | Qty | Wt (kg) | Wt (lb) | Sheet | Conf
table-row,row,"1 | C5 Base Plate | 3/4"" | 12"" | 12"" | 4 | 56 | 123 | S0.02 | ✅"
table-row,row,"2 | CSA Base Plate | 3/4"" | 12"" | 12"" | 2 | 28 | 61 | S0.02 | ✅"
table-row,row,"3 | C6 Base Plate | 1"" | 12"" | 12"" | 4 | 73 | 161 | S0.02 | ✅"
table-row,row,"4 | C86 Base Plate | 1"" | 16"" | 16"" | 2 | 65 | 143 | S0.02 | ✅"
table-row,row,"5 | Wind Post Conn. PL | 1/2"" | 6"" | 12"" | 2 | 10 | 21 | S0.02 | ⚠️"
p,p,Table 3D: Tonnage Subtotals
table-row,row,Category | Count | Total Wt (kg) | Total Wt (lb) | Est. Tons
table-row,row,"W-Shapes (columns + beams) | 33 | 4,797 | 10,576 | 4.80"
table-row,row,"HSS / Tube | 15 | 3,906 | 8,612 | 3.91"
table-row,row,Pipe | 0 | 0 | 0 | 0.00
table-row,row,Angles / Channels | 0 | 0 | 0 | 0.00
table-row,row,Plates (all) | 14 | 231 | 509 | 0.23
table-row,row,Misc / Embeds | 0 | 0 | 0 | 0.00
table-row,row,Bolts & accessories (+3%) | — | 268 | 591 | 0.27
table-row,row,"**TOTAL** | **62** | **9,202** | **20,288** | **9.20**"
h2,h2,4. COST BUILD-UP BY MEMBER CATEGORY
p,p,---
p,p,"> Rate applied: $5,500/ton × ×1.10 = $6,050/ton"
p,p,Per-Category Cost
table-row,row,Category | Est. Tons | Adj. Rate (USD/ton) | Subtotal (USD) | % of Total
table-row,row,"W-Shapes | 4.80 | $6,050 | $29,033 | 52.2%"
table-row,row,"HSS / Tube | 3.91 | $6,050 | $23,639 | 42.5%"
table-row,row,"Pipe | 0.00 | $6,050 | $0 | 0.0%"
table-row,row,"Angles / Channels | 0.00 | $6,050 | $0 | 0.0%"
table-row,row,"Plates | 0.23 | $6,050 | $1,394 | 2.5%"
table-row,row,"Misc / Embeds | 0.00 | $6,050 | $0 | 0.0%"
table-row,row,"Bolts & accessories | 0.27 | $6,050 | $1,594 | 2.8%"
table-row,row,"**TOTAL** | **9.20** | **$6,050** | **$55,660** | **100%**"
h2,h2,5. PROCESS COST BREAKDOWN (MIDPOINT SCENARIO)
p,p,---
p,p,"> Distributing $64,000 across industry-standard process activities. > Percentages are fixed fabrication industry standards."
p,p,Process Split
table-row,row,Process Activity | Industry % | Amount (USD) | Notes
table-row,row,"Material (mill sections + plate) | 35% | $22,400 | Structural steel mill cost"
table-row,row,"Shop labour (cut / fit / weld) | 30% | $19,200 | Includes AWS D1.1 weld ops"
table-row,row,"Coatings / surface prep | 12% | $7,700 | SSPC-SP1 shop primer applied"
table-row,row,"Consumables (weld wire / bolts / gas) | 6% | $3,800 | Per-ton allowance"
table-row,row,"Equipment (plasma / burn / drill) | 7% | $4,500 | CNC / NC machine allocation"
table-row,row,"Overhead / QA-QC | 6% | $3,800 | Incl. inspection, NDT"
table-row,row,"Margin | 4% | $2,600 | Shop margin"
table-row,row,"**TOTAL** | **100%** | **$64,000** | **Midpoint scenario**"
h2,h2,6. RISK BUFFER & ADJUSTED COST
p,p,---
p,p,Confidence Assessment
table-row,row,Check | Status | Notes
table-row,row,All quantities BOM-confirmed or counted on plans | ❌ | Multiple member lengths assumed; entire lintel & trellis scope missing.
table-row,row,Material grades explicit on all members | ✅ | Grades clearly stated on S0.01.
table-row,row,Surface treatment confirmed (not assumed) | ⚠️ | S0.01 calls for primer; S0.02 calls for galvanizing on plates. Conflict.
table-row,row,Assembly complexity confirmed | ⚠️ | Assumed as mixed bolt/weld. No connection details provided.
table-row,row,No conflicting BOM vs general-notes grade callouts | ❌ | Surface treatment specifications are in conflict.
table-row,row,"Drawings are IFC / internally coordinated | ✅ | Stamped ""Construction Documents"" set."
table-row,row,Galvanising / AESS / fire-rating fully resolved | ❌ | Galvanizing requirement is ambiguous and unresolved.
p,p,Checks met: 2 of 7 Confidence: LOW (≤3/7 → 10–15%) Buffer applied: 15%
p,p,Cost Waterfall
table-row,row,Row | Amount (USD)
table-row,row,"Base subtotal (tonnage × adjusted rate) | $55,660"
table-row,row,"Risk buffer (15%) | +$8,349"
table-row,row,"Subtotal after buffer | $64,009"
table-row,row,Tax (0%) | +$0
table-row,row,"**Grand Total (Low — −5%)** | **$60,800**"
table-row,row,"**Grand Total (Mid — headline)** | **$64,000**"
table-row,row,"**Grand Total (High — +5%)** | **$67,200**"
h2,h2,7. COST CONVERSION (USD)
p,p,---
p,p,> LOCK COPY INSTRUCTION: All values copied from MANIFEST — do not re-compute.
table-row,row,Field | Value
table-row,row,Fabricated Tonnage | 9.20 t
table-row,row,"Selected Rate (USD/ton) | $5,500"
table-row,row,Composite Factor | ×1.10
table-row,row,"Adjusted Rate (USD/ton) | $6,050"
table-row,row,Country / Tax | USA · 0%
table-row,row,Risk Buffer | 15%
table-row,row,"**Grand Total — Low** | **$60,800**"
table-row,row,"**Grand Total — Mid (headline)** | **$64,000**"
table-row,row,"**Grand Total — High** | **$67,200**"
table-row,row,"**Cost per Fabricated Ton (Mid)** | **$6,957 / ton**"
h2,h2,8. ASSUMPTIONS & EXCLUSIONS
p,p,---
p,p,Key Assumptions (minimum 5 specific bullets — cite sheet references):
li,li,"Rate $5,500/ton provided by user — not derived by AI. (This is a placeholder value). All main column (C5, C6, C86) lengths are 14'-0"" and wind post (CSA) lengths are 10'-0"", estimated from floor elevations on S2.03. These lengths must be confirmed. Surface treatment is shop primer only, per S0.01. The requirement for galvanized plates on S0.02 has been excluded but flagged as a risk. HSS profiles not in the provided weight table (HSS6x6x5/16, HSS6x6x5/8, HSS8x6x3/8, HSS18x6x3/8) have been assigned weights based on standard AISC data. The canopy shown on S1.02 is by others and excluded."
p,p,Exclusions (NOT included in this estimate):
li,li,"Site erection labour, cranes, manlifts, and rigging. PE stamping or delegated connection design. ALL STEEL LINTELS shown in schedules on S0.02. ALL TRELLIS STEEL shown in details on S3.06. ALL BEARING PLATES from the schedule on S0.02. Loose anchor bolts (cast-in by GC). Site touch-up paint after final erection. Tax / duties beyond 0% applied here. 3D MEP coordination / clash detection. Bid validity period of 30 days assumed."
p,p,Change Order Triggers:
li,li,"Addition of any of the excluded items (lintels, trellis steel, bearing plates). Tonnage changes > ±5% from this estimate for the included scope. Coating system upgrade from primer-only to any galvanized or multi-coat system. Any column length change from the assumed 14'-0"" / 10'-0""."
h2,h2,10. FINAL RECOMMENDATION
p,p,"--- This estimate is not reliable for final bidding due to multiple large scopes of work that are undefined in the provided documents. The calculated tonnage of 9.20 t likely represents less than 70% of the actual project steel. Before proceeding, it is critical to issue RFIs to obtain all missing lintel lengths from architectural drawings, get quantities and layout for the trellis steel, and clarify the conflicting coating specifications. A full re-estimate is mandatory once this information is received."
h2,h2,ACTION SUMMARY
p,p,---
p,p,Priority Actions for This Analysis
table-row,row,# | Priority | Action Required | Owner | Deadline | Blocking?
table-row,row,"1 | 🔴 Critical | RFI: Provide lengths for all steel lintels in schedules on S0.02, referencing architectural opening schedules. | Estimator | ASAP | ✅ Yes"
table-row,row,"2 | 🔴 Critical | RFI: Provide plan layout, quantities, and lengths for all trellis steel members detailed on S3.06. | Estimator | ASAP | ✅ Yes"
table-row,row,3 | 🟠 Major | RFI: Clarify coating requirements. Is it shop primer per S0.01 or are bearing plates/lintels galvanized per S0.02? | Estimator | ASAP | ✅ Yes
table-row,row,"4 | 🟡 Minor | RFI: Confirm all HSS column lengths, assumed to be 14'-0"" / 10'-0"". | Estimator | ASAP | ⚠️ Yes"
